year,age,males,females
2020,0,2890699,2806001
2020,10,1987387,1936815
2020,20,1321724,1304148
2020,30,864082,868671
2020,40,556624,571580
2020,50,352443,383183
2020,60,214098,244464
2020,70,84168,103969
2020,80,19240,27708
