year,age,males,females
2020,0,2261828,2254369
2020,10,1814214,1894848
2020,20,1227308,1412840
2020,30,918081,1183769
2020,40,574524,716810
2020,50,271131,360410
2020,60,197537,278969
2020,70,94945,136660
2020,80,25647,45765
