year,age,males,females
2020,0,1146162,1121974
2020,10,966959,945606
2020,20,727772,714478
2020,30,517258,508302
2020,40,351432,354347
2020,50,226923,238645
2020,60,123650,141072
2020,70,52934,67729
2020,80,11672,17044
