year,name,genotype,value
2015,cancer_types,16,0.697
2015,cancer_types,18,0.135
2015,cancer_types,45,0.051
2015,cancer_types,52,0.014
2015,cancer_types,33,0.04
2015,cancer_types,51,0
2015,cancer_types,31,0.023
2015,cancer_types,35,0.025
2015,cancer_types,56,0.013
2015,cancer_types,58,0.024
