year,age,males,females
2020,0,9697588,9492479
2020,10,7348881,7258508
2020,20,4782296,5079188
2020,30,3393705,3943585
2020,40,2522771,2416001
2020,50,1401641,1436227
2020,60,810405,970266
2020,70,421829,479673
2020,80,96334,153133
