year,age,males,females
2020,0,1795234,1735898
2020,5,1638423,1588721
2020,10,1423410,1382435
2020,15,1174078,1142970
2020,20,973129,956821
2020,25,808178,806625
2020,30,691729,697620
2020,35,580675,589337
2020,40,458482,475292
2020,45,338674,367426
2020,50,261677,298919
2020,55,203025,243241
2020,60,149192,190128
2020,65,99087,138051
2020,70,65198,96275
2020,75,39369,60152
2020,80,15003,25733
2020,85,3623,7226
2020,90,407,1096
2020,95,5,55
2020,100,0,0
