year,age,males,females
2020,0,940199,920369
2020,5,855831,838795
2020,10,811982,802874
2020,15,721894,727412
2020,20,592975,609307
2020,25,526143,548412
2020,30,489090,509021
2020,35,425541,442256
2020,40,283283,320502
2020,45,201169,244012
2020,50,159102,192240
2020,55,140492,175959
2020,60,113544,146138
2020,65,75404,103552
2020,70,42025,62922
2020,75,22723,40798
2020,80,13047,23640
2020,85,6194,10779
2020,90,1994,3391
2020,95,418,697
2020,100,90,136
