year,age,males,females
2020,0,1685684,1642107
2020,10,1399485,1359662
2020,20,690281,668299
2020,30,507168,555839
2020,40,468440,525199
2020,50,285240,328255
2020,60,145196,179194
2020,70,56639,81422
2020,80,9934,18174
