year,age,males,females
2020,0,2439254,2361318
2020,5,1975614,1912758
2020,10,1637521,1584472
2020,15,1329481,1284228
2020,20,1062051,1022895
2020,25,831652,799169
2020,30,669944,640479
2020,35,565888,538111
2020,40,461871,437191
2020,45,367566,352971
2020,50,303286,295922
2020,55,245977,244130
2020,60,186556,190655
2020,65,132291,139783
2020,70,70615,96567
2020,75,42130,59090
2020,80,16198,24127
2020,85,3976,6437
2020,90,481,913
2020,95,14,48
2020,100,0,0
