year,age,males,females
2020,0,3944986,3836558
2020,10,3248953,3196714
2020,20,2516198,2489885
2020,30,1701945,1699688
2020,40,1247917,1259567
2020,50,792743,815132
2020,60,469686,503799
2020,70,176756,210481
2020,80,49235,64923
