year,age,males,females
2020,0,4034270,3967926
2020,10,3052435,3037286
2020,20,2249287,2256672
2020,30,1669384,1682011
2020,40,1053124,1070270
2020,50,629371,658277
2020,60,327484,365164
2020,70,149415,182289
2020,80,45850,60562
