year,age,males,females
2020,0,3669202,3588743
2020,10,2617896,2551622
2020,20,1665468,1616552
2020,30,1191591,1150012
2020,40,774259,748379
2020,50,417771,418942
2020,60,243554,264743
2020,70,116402,138239
2020,80,22191,28466
