year,age,males,females
2020,0,2183226,2121778
2020,5,2089219,2040187
2020,10,1848296,1811206
2020,15,1649521,1617611
2020,20,1402460,1381121
2020,25,1286126,1272239
2020,30,1207026,1197515
2020,35,1100652,1092739
2020,40,903133,890179
2020,45,659930,671003
2020,50,487699,546036
2020,55,406943,496842
2020,60,325995,395805
2020,65,219407,257184
2020,70,139102,150949
2020,75,80594,97209
2020,80,41993,58879
2020,85,16294,24025
2020,90,3374,5804
2020,95,313,733
2020,100,6,36
