year,age,males,females
2020,0,4414868,4274076
2020,10,2967002,2868700
2020,20,1893703,1822064
2020,30,1235832,1178590
2020,40,829437,790162
2020,50,549263,540052
2020,60,318847,330438
2020,70,112745,155657
2020,80,20669,31525
