year,age,males,females
2020,0,785766,765493
2020,5,899918,876614
2020,10,758348,739430
2020,15,641137,620232
2020,20,405389,384393
2020,25,284892,283906
2020,30,243886,263591
2020,35,263282,292248
2020,40,252161,282014
2020,45,216279,243185
2020,50,163620,186703
2020,55,121620,141552
2020,60,87812,105712
2020,65,57384,73482
2020,70,36533,50932
2020,75,20106,30490
2020,80,8044,13477
2020,85,1825,4193
2020,90,61,493
2020,95,4,10
2020,100,0,1
