year,age,males,females
2020,0,6602882,6414201
2020,10,4955318,4854977
2020,20,3831853,3802547
2020,30,2991499,2854898
2020,40,1741629,1751429
2020,50,984247,1252570
2020,60,728712,895670
2020,70,311246,323980
2020,80,62042,80774
