year,age,males,females
2020,0,2587522,2558991
2020,5,2297826,2282673
2020,10,1975462,1973383
2020,15,1700277,1708182
2020,20,1442949,1456927
2020,25,1195789,1214028
2020,30,980183,1014379
2020,35,767357,821258
2020,40,626840,691650
2020,45,529460,575366
2020,50,392668,436521
2020,55,275919,358271
2020,60,201581,302096
2020,65,143430,222804
2020,70,91284,142135
2020,75,53066,77063
2020,80,23281,34603
2020,85,6802,11454
2020,90,1427,2746
2020,95,162,376
2020,100,10,28
