year,age,males,females
2020,0,3433657,3324619
2020,10,2597488,2525405
2020,20,1781307,1763446
2020,30,1272404,1286957
2020,40,797156,842718
2020,50,464702,542160
2020,60,248279,328179
2020,70,104567,156427
2020,80,19038,34110
