year,name,genotype,value
2015,cin3_types,16,0.302
2015,cin3_types,52,0.219
2015,cin3_types,18,0.167
2015,cin3_types,35,0.135
2015,cin3_types,33,0.094
2015,cin3_types,51,0.073
2015,cin3_types,58,0.063
2015,cin3_types,45,0.042
2015,cin3_types,56,0.031
2015,cin3_types,31,0.031
