year,age,males,females
2020,0,1208364,1187519
2020,10,961525,940450
2020,20,709488,693402
2020,30,539100,527305
2020,40,384343,382110
2020,50,240509,247927
2020,60,134681,146276
2020,70,55468,62822
2020,80,9581,11702
