year,age,males,females
2020,0,2913536,2904870
2020,10,2426383,2475491
2020,20,1593115,1701741
2020,30,1108159,1304242
2020,40,723350,717601
2020,50,332521,404285
2020,60,181551,218004
2020,70,103629,152239
2020,80,36508,79826
