year,name,genotype,value
2015,cin3_types,16,0.561
2015,cin3_types,52,0.024
2015,cin3_types,18,0.067
2015,cin3_types,35,0.012
2015,cin3_types,33,0.06
2015,cin3_types,51,0.1
2015,cin3_types,58,0.024
2015,cin3_types,45,0.024
2015,cin3_types,56,0.012
2015,cin3_types,31,0.03
