year,age,males,females
2020,0,1591923,1546029
2020,5,1337261,1299757
2020,10,1107605,1076376
2020,15,896880,875542
2020,20,739989,727116
2020,25,599246,594670
2020,30,477050,478978
2020,35,384743,390071
2020,40,328980,335989
2020,45,273080,281120
2020,50,205187,215955
2020,55,152085,164468
2020,60,107116,119153
2020,65,72167,83445
2020,70,41932,49256
2020,75,24353,29948
2020,80,11159,14895
2020,85,3508,5430
2020,90,674,1267
2020,95,80,178
2020,100,12,19
