year,age,males,females
2020,0,2460852,2400193
2020,10,1921008,1880902
2020,20,1368666,1378040
2020,30,986704,1057369
2020,40,632475,725333
2020,50,369980,453482
2020,60,211718,283156
2020,70,101121,142100
2020,80,24397,38614
