year,age,males,females
2020,0,2033024,2008444
2020,10,1460389,1454900
2020,20,912746,917990
2020,30,781241,801173
2020,40,440613,459391
2020,50,229349,248014
2020,60,141755,166794
2020,70,54878,75864
2020,80,12599,21053
